frame_id,track_id,x_center,y_center,width,height,confidence,class_name,x1,y1,x2,y2
8,4,631.4227294921875,602.9697265625,60.579834,103.0874,0.8663941,player,601.1328,551.426,661.71265,654.5134
8,5,599.054443359375,445.0006103515625,64.30487,100.90573,0.8609889,player,566.90204,394.54773,631.2069,495.45346
8,6,1421.0733642578125,390.50616455078125,41.938477,96.38162,0.83603376,player,1400.1041,342.31534,1442.0426,438.69696
8,7,1773.031982421875,346.6200866699219,38.350952,99.52075,0.8555605,player,1753.8564,296.8597,1792.2074,396.38046
8,8,518.0152587890625,338.7799072265625,41.246155,91.10391,0.85766685,player,497.39215,293.22794,538.6383,384.33185
8,9,468.08001708984375,246.31137084960938,48.796448,83.81683,0.8084041,player,443.6818,204.40295,492.47824,288.2198
8,10,939.4842529296875,381.059326171875,48.335632,87.4689,0.84517664,player,915.3164,337.3249,963.65204,424.7938
8,11,1162.13525390625,303.76849365234375,42.559326,88.063995,0.846707,player,1140.8556,259.73648,1183.4149,347.80048
8,12,1041.9814453125,261.8887939453125,30.657104,83.27911,0.7873549,player,1026.653,220.24924,1057.31,303.52835
8,13,711.49951171875,511.97314453125,57.05719,110.25693,0.6377372,player,682.97095,456.8447,740.02814,567.1016
8,14,868.9382934570312,241.41488647460938,45.730957,84.38115,0.76330966,player,846.0728,199.22432,891.8038,283.60547
8,15,1181.873291015625,141.21554565429688,33.498047,66.783325,0.74920946,player,1165.1243,107.82388,1198.6223,174.60721
8,16,428.79571533203125,172.92262268066406,44.17517,66.76587,0.79769766,player,406.70813,139.53969,450.8833,206.30556
8,17,272.373779296875,73.6418228149414,42.057632,65.04155,0.69833225,referee,251.34496,41.12105,293.4026,106.1626
8,18,891.3807373046875,317.6078186035156,45.95111,82.40625,0.54901093,player,868.40515,276.4047,914.35626,358.81094
9,1,1204.877685546875,828.1385498046875,56.677124,136.59235,0.89093214,player,1176.5391,759.8424,1233.2162,896.43475
9,2,1479.781982421875,589.3480834960938,56.629272,108.12903,0.8522465,referee,1451.4673,535.28357,1508.0966,643.4126
9,3,1040.9532470703125,460.03363037109375,47.34424,99.98276,0.8754501,player,1017.2811,410.04224,1064.6254,510.025
9,4,630.322998046875,600.6693725585938,60.066406,102.625244,0.8465529,player,600.2898,549.35675,660.3562,651.982
9,5,598.2506713867188,446.0169982910156,64.830444,102.370056,0.83045894,player,565.83545,394.83197,630.6659,497.20203
9,6,1421.8812255859375,390.40704345703125,41.222656,94.733154,0.8506063,player,1401.2699,343.04047,1442.4926,437.77362
9,7,1779.1376953125,344.8022766113281,37.825806,98.97858,0.88266593,player,1760.2249,295.313,1798.0507,394.29156
9,8,523.4677734375,337.376220703125,41.524048,91.30301,0.861934,player,502.70575,291.7247,544.2298,383.0277
9,9,472.4178466796875,245.68829345703125,47.20352,82.65045,0.8170483,player,448.81607,204.36307,496.0196,287.01352
9,10,940.9046630859375,379.00091552734375,47.3125,85.41022,0.81950974,player,917.2484,336.2958,964.5609,421.70602
9,11,1163.15673828125,301.28521728515625,42.74231,88.12973,0.8395467,player,1141.7855,257.22034,1184.5278,345.35007
9,12,1049.3702392578125,262.22454833984375,30.86377,83.46802,0.7547282,player,1033.9384,220.49054,1064.8021,303.95856
9,13,706.6007080078125,511.5242919921875,56.279358,110.19565,0.8361531,player,678.461,456.42648,734.74036,566.62213
9,14,867.1449584960938,240.1650390625,45.341187,84.4044,0.7921381,player,844.47437,197.96284,889.81555,282.36725
9,15,1183.8448486328125,142.07965087890625,34.193848,68.031975,0.7642615,player,1166.7479,108.06367,1200.9418,176.09564
9,16,430.1508483886719,171.1405792236328,42.003174,63.384094,0.76834476,player,409.14926,139.44853,451.15244,202.83263
9,17,279.32757568359375,73.26055908203125,42.864105,67.072426,0.66901815,referee,257.89554,39.72435,300.75964,106.796776
9,18,893.650146484375,315.74664306640625,46.345215,85.724945,0.52887774,player,870.47754,272.8842,916.82275,358.60913
10,1,1211.0135498046875,827.9813842773438,57.83716,138.16748,0.88433033,player,1182.095,758.89764,1239.9321,897.0651
10,2,1478.99267578125,587.3927001953125,56.907104,106.09271,0.68699294,referee,1450.5391,534.3463,1507.4462,640.439
10,3,1045.662353515625,457.07855224609375,47.235474,100.52045,0.86621654,player,1022.0447,406.81833,1069.2802,507.33878
10,4,627.15380859375,598.504150390625,58.516785,100.892334,0.82917774,player,597.8954,548.058,656.4122,648.9503
10,5,595.0015869140625,446.79852294921875,63.169495,101.47864,0.8031607,player,563.4168,396.0592,626.5863,497.53784
10,6,1423.170166015625,390.86187744140625,42.54712,98.37546,0.7119997,referee,1401.8966,341.67413,1444.4437,440.0496
10,7,1786.252197265625,343.45306396484375,38.37732,100.92239,0.8715748,player,1767.0635,292.99185,1805.4408,393.91425
10,8,531.7766723632812,335.9339599609375,41.39969,90.89389,0.8094171,player,511.0768,290.48703,552.4765,381.38092
